,lemma,total,1SG,1SG,1PL,1PL,2SG,2SG,2PL,2PL,3SG,3SG,3PL,3PL,other,other
2792,vindico1,6,0,0,1,0.1667,1,0.1667,0,0,2,0.333333333333333,0,0,2,0.3333
2797,vito,6,0,0,1,0.1667,0,0,0,0,0,0,2,0.3333,3,0.5
38,accedo,5,1,0.2,0,0,0,0,0,0,4,0.8,0,0,0,0
75,adimo,5,0,0,0,0,0,0,0,0,2,0.4,1,0.2,2,0.4
94,admoneo1,5,0,0,0,0,0,0,0,0,3,0.6,0,0,2,0.4
136,aestimo1,5,3,0.6,0,0,0,0,0,0,0,0,1,0.2,1,0.2
156,aggredior1,5,0,0,1,0.2,0,0,1,0.2,2,0.4,0,0,1,0.2
179,alo1,5,0,0,0,0,0,0,0,0,3,0.6,2,0.4,0,0
208,aperio,5,0,0,0,0,0,0,0,0,0,0,0,0,5,1
224,approbo,5,0,0,0,0,0,0,0,0,2,0.4,1,0.2,2,0.4
228,arbitror,5,1,0.2,0,0,2,0.4,0,0,1,0.2,1,0.2,0,0
231,arcesso1,5,0,0,0,0,0,0,0,0,1,0.2,1,0.2,3,0.6
258,aspicio1,5,0,0,0,0,4,0.8,0,0,1,0.2,0,0,0,0
314,basio1,5,1,0.2,0,0,0,0,0,0,3,0.6,1,0.2,0,0
317,blasphemo1,5,0,0,0,0,1,0.2,0,0,0,0,3,0.6,1,0.2
343,careo1,5,0,0,0,0,0,0,0,0,2,0.4,0,0,3,0.6
344,carpo,5,0,0,0,0,0,0,0,0,1,0.2,1,0.2,3,0.6
367,cingo1,5,0,0,0,0,0,0,0,0,1,0.2,1,0.2,3,0.6
370,circumdo1,5,0,0,0,0,0,0,0,0,1,0.2,0,0,4,0.8
372,circumeo1,5,0,0,0,0,0,0,0,0,1,0.2,1,0.2,3,0.6
424,comburo1,5,1,0.2,0,0,0,0,0,0,1,0.2,0,0,3,0.6
471,concedo,5,0,0,0,0,0,0,0,0,4,0.8,0,0,1,0.2
480,concipio,5,0,0,0,0,0,0,0,0,1,0.2,0,0,4,0.8
501,condo1,5,0,0,0,0,1,0.2,0,0,2,0.4,1,0.2,1,0.2
535,congero1,5,0,0,0,0,0,0,0,0,1,0.2,1,0.2,3,0.6
569,consecro,5,0,0,0,0,0,0,0,0,4,0.8,0,0,1,0.2
605,consumo1,5,1,0.2,0,0,1,0.2,0,0,2,0.4,0,0,1,0.2
664,crucio1,5,0,0,0,0,0,0,0,0,2,0.4,3,0.6,0,0
718,deficio,5,0,0,0,0,0,0,0,0,3,0.6,1,0.2,1,0.2
733,deicio1,5,0,0,0,0,0,0,0,0,3,0.6,0,0,2,0.4
737,delector1,5,0,0,0,0,1,0.2,0,0,1,0.2,0,0,3,0.6
744,deligo1,5,0,0,0,0,1,0.2,0,0,1,0.2,1,0.2,2,0.4
784,derideo,5,0,0,0,0,0,0,0,0,1,0.2,1,0.2,3,0.6
795,designo1,5,0,0,0,0,0,0,0,0,1,0.2,0,0,4,0.8
797,desino,5,1,0.2,0,0,0,0,0,0,3,0.6,0,0,1,0.2
798,desino1,5,1,0.2,0,0,2,0.4,0,0,1,0.2,1,0.2,0,0
826,devinco,5,0,0,0,0,0,0,0,0,0,0,0,0,5,1
866,discumbo1,5,1,0.2,1,0.2,0,0,0,0,2,0.4,1,0.2,0,0
874,dispono1,5,0,0,0,0,0,0,0,0,2,0.4,0,0,3,0.6
911,dominor1,5,0,0,0,0,0,0,0,0,2,0.4,0,0,3,0.6
950,effugio1,5,1,0.2,1,0.2,0,0,1,0.2,0,0,0,0,2,0.4
1016,evenio1,5,0,0,0,0,0,0,0,0,4,0.8,1,0.2,0,0
1030,exagito1,5,0,0,0,0,0,0,0,0,1,0.2,1,0.2,3,0.6
1070,exigo,5,0,0,0,0,0,0,0,0,2,0.4,1,0.2,2,0.4
1072,exintero1,5,0,0,0,0,1,0.2,0,0,0,0,0,0,4,0.8
1078,exopto1,5,0,0,0,0,0,0,0,0,1,0.2,3,0.6,1,0.2
1091,expedio,5,0,0,0,0,1,0.2,0,0,1,0.2,0,0,3,0.6
1098,experior1,5,1,0.2,0,0,1,0.2,0,0,0,0,0,0,3,0.6
1113,exprobro,5,0,0,0,0,0,0,0,0,3,0.6,0,0,1,0.2
1133,exsto,5,0,0,0,0,0,0,0,0,2,0.4,3,0.6,0,0
1172,faveo,5,0,0,0,0,0,0,0,0,1,0.2,3,0.6,1,0.2
1180,ferveo1,5,0,0,0,0,0,0,0,0,2,0.4,0,0,3,0.6
1183,festino1,5,0,0,0,0,0,0,0,0,0,0,1,0.2,4,0.8
1213,fornicor1,5,0,0,0,0,0,0,0,0,0,0,0,0,5,1
1214,foro1,5,0,0,0,0,0,0,0,0,4,0.8,1,0.2,0,0
1230,fruor1,5,0,0,1,0.2,1,0.2,0,0,1,0.2,0,0,2,0.4
1356,includo,5,0,0,0,0,0,0,0,0,1,0.2,0,0,4,0.8
1358,incoho,5,1,0.2,0,0,0,0,0,0,1,0.2,1,0.2,2,0.4
1372,indico1,5,0,0,0,0,0,0,0,0,3,0.6,0,0,2,0.4
1380,induco,5,1,0.2,0,0,0,0,0,0,1,0.2,0,0,3,0.6
1390,infero1,5,0,0,0,0,1,0.2,0,0,2,0.4,0,0,2,0.4
1438,inpono1,5,0,0,0,0,0,0,1,0.2,2,0.4,1,0.2,1,0.2
1465,insto,5,0,0,0,0,0,0,0,0,1,0.2,0,0,4,0.8
1501,intersum1,5,0,0,0,0,1,0.2,0,0,3,0.6,0,0,1,0.2
1566,juro,5,0,0,0,0,0,0,0,0,1,0.2,1,0.2,3,0.6
1590,largior1,5,0,0,0,0,0,0,0,0,0,0,1,0.2,4,0.8
1602,lego1,5,1,0.2,0,0,0,0,0,0,1,0.2,0,0,3,0.6
1631,ludo1,5,0,0,0,0,0,0,0,0,0,0,0,0,5,1
1632,lugeo1,5,0,0,0,0,0,0,0,0,2,0.4,1,0.2,2,0.4
1648,manduco1,5,0,0,2,0.4,0,0,1,0.2,0,0,1,0.2,1,0.2
1653,manumitto,5,0,0,0,0,0,0,0,0,0,0,1,0.2,4,0.8
1658,maturo1,5,0,0,0,0,0,0,0,0,3,0.6,1,0.2,1,0.2
1694,misceo,5,0,0,0,0,0,0,0,0,1,0.2,1,0.2,3,0.6
1709,molior,5,0,0,0,0,1,0.2,0,0,0,0,0,0,4,0.8
1726,multo2,5,1,0.2,0,0,0,0,0,0,0,0,1,0.2,3,0.6
1736,nanciscor1,5,0,0,0,0,0,0,0,0,0,0,0,0,5,1
1737,narro,5,2,0.4,0,0,0,0,0,0,1,0.2,0,0,2,0.4
1751,neglego1,5,0,0,0,0,2,0.4,0,0,0,0,0,0,3,0.6
1766,noceo,5,0,0,0,0,0,0,0,0,1,0.2,0,0,4,0.8
1783,nuncupo,5,1,0.2,0,0,0,0,0,0,3,0.6,0,0,1,0.2
1802,obliviscor,5,0,0,0,0,1,0.2,0,0,0,0,0,0,4,0.8
1814,obsideo,5,0,0,0,0,0,0,0,0,0,0,0,0,5,1
1836,occulo,5,0,0,0,0,0,0,0,0,0,0,0,0,5,1
1846,offendo1,5,0,0,1,0.2,0,0,0,0,2,0.4,0,0,2,0.4
1856,onero1,5,2,0.4,0,0,0,0,0,0,0,0,0,0,3,0.6
1863,oportet,5,0,0,0,0,0,0,0,0,3,0.6,0,0,2,0.4
1874,ordino,5,0,0,0,0,0,0,0,0,2,0.4,1,0.2,2,0.4
1926,pecco,5,0,0,0,0,0,0,0,0,3,0.6,2,0.4,0,0
2006,pertimesco,5,0,0,0,0,0,0,0,0,1,0.2,0,0,4,0.8
2014,pervenio,5,0,0,0,0,0,0,0,0,3,0.6,1,0.2,1,0.2
2030,placo1,5,0,0,0,0,0,0,0,0,1,0.2,0,0,4,0.8
2040,polliceor,5,1,0.2,0,0,0,0,0,0,2,0.4,1,0.2,1,0.2
2070,poto1,5,0,0,0,0,1,0.2,0,0,1,0.2,0,0,3,0.6
2073,praebeo,5,1,0.2,0,0,0,0,0,0,0,0,1,0.2,3,0.6
2085,praedico1,5,0,0,0,0,1,0.2,0,0,1,0.2,0,0,3,0.6
2167,prohibeo1,5,0,0,0,0,0,0,0,0,1,0.2,2,0.4,2,0.4
2198,prosequor,5,0,0,0,0,0,0,0,0,0,0,1,0.2,4,0.8
2211,provideo,5,0,0,0,0,0,0,0,0,0,0,0,0,5,1
2225,punio,5,0,0,0,0,0,0,0,0,2,0.4,0,0,3,0.6
2301,rego,5,0,0,0,0,0,0,0,0,2,0.4,0,0,3,0.6
2309,relego1,5,0,0,0,0,0,0,0,0,3,0.6,0,0,2,0.4
2315,remaneo1,5,0,0,1,0.2,0,0,1,0.2,1,0.2,1,0.2,1,0.2
2317,remitto,5,2,0.4,0,0,0,0,0,0,2,0.4,0,0,1,0.2
2335,repeto1,5,0,0,0,0,0,0,0,0,1,0.2,1,0.2,3,0.6
2340,repono1,5,1,0.2,0,0,0,0,0,0,0,0,2,0.4,2,0.4
2378,resto1,5,0,0,0,0,1,0.2,0,0,3,0.6,0,0,1,0.2
2382,reticeo1,5,0,0,0,0,1,0.2,0,0,1,0.2,0,0,3,0.6
2424,sano1,5,1,0.2,0,0,0,0,0,0,0,0,0,0,4,0.8
2447,secedo1,5,0,0,0,0,0,0,0,0,2,0.4,1,0.2,2,0.4
2473,sero1,5,0,0,0,0,0,0,0,0,0,0,0,0,5,1
2481,significo,5,0,0,0,0,0,0,0,0,1,0.2,1,0.2,3,0.6
2519,spolio,5,0,0,0,0,0,0,0,0,1,0.2,0,0,4,0.8
2540,stringo1,5,1,0.2,0,0,0,0,0,0,0,0,0,0,4,0.8
2589,sufficio,5,0,0,0,0,0,0,0,0,1,0.2,1,0.2,3,0.6
2599,sumo,5,0,0,0,0,0,0,0,0,1,0.2,1,0.2,3,0.6
2665,tolero,5,0,0,0,0,0,0,0,0,0,0,1,0.2,4,0.8
2671,tono,5,0,0,0,0,0,0,0,0,0,0,0,0,5,1
2691,transfero1,5,0,0,0,0,1,0.2,0,0,2,0.4,1,0.2,1,0.2
2735,vaco1,5,1,0.2,0,0,0,0,0,0,3,0.6,1,0.2,0,0
2784,vigilo,5,1,0.2,0,0,0,0,0,0,0,0,0,0,4,0.8
2806,volito1,5,0,0,0,0,0,0,0,0,0,0,1,0.2,4,0.8
2814,vulnero1,5,1,0.2,0,0,1,0.2,0,0,1,0.2,0,0,2,0.4
19,abscondo1,4,0,0,0,0,0,0,1,0.25,1,0.25,1,0.25,1,0.25
42,accido1,4,0,0,0,0,0,0,0,0,2,0.5,1,0.25,1,0.25
80,adjicio,4,1,0.25,0,0,0,0,0,0,2,0.5,0,0,1,0.25
85,adjuvo,4,0,0,0,0,0,0,0,0,2,0.5,0,0,2,0.5
93,admoneo,4,0,0,0,0,0,0,0,0,3,0.75,0,0,1,0.25
96,admoveo1,4,0,0,0,0,0,0,0,0,3,0.75,0,0,1,0.25
104,adopto,4,1,0.25,0,0,0,0,0,0,0,0,0,0,3,0.75
117,adsum,4,0,0,0,0,0,0,0,0,3,0.75,0,0,1,0.25
142,afficio,4,0,0,0,0,0,0,0,0,2,0.5,1,0.25,1,0.25
145,affirmo,4,0,0,0,0,0,0,0,0,3,0.75,0,0,1,0.25
148,affligo,4,0,0,0,0,0,0,0,0,0,0,1,0.25,3,0.75
159,agito,4,0,0,0,0,0,0,0,0,1,0.25,0,0,3,0.75
172,allego2,4,0,0,0,0,0,0,0,0,2,0.5,0,0,2,0.5
185,amicio1,4,0,0,0,0,0,0,0,0,0,0,0,0,4,1
196,amplio,4,0,0,0,0,0,0,0,0,2,0.5,0,0,2,0.5
236,arguo,4,0,0,0,0,1,0.25,0,0,1,0.25,0,0,2,0.5
262,assequor,4,1,0.25,0,0,1,0.25,0,0,0,0,0,0,2,0.5
294,audio,4,0,0,0,0,0,0,0,0,1,0.25,1,0.25,2,0.5
321,caedo,4,0,0,0,0,0,0,0,0,0,0,0,0,4,1
353,celebro1,4,0,0,0,0,0,0,0,0,1,0.25,3,0.75,0,0
403,coerceo1,4,0,0,0,0,0,0,0,0,2,0.5,1,0.25,1,0.25
425,comedo,4,1,0.25,1,0.25,0,0,0,0,1,0.25,0,0,1,0.25
437,committo1,4,0,0,0,0,0,0,0,0,2,0.5,1,0.25,1,0.25
441,commoveo1,4,0,0,0,0,1,0.25,0,0,0,0,0,0,3,0.75
460,compono,4,1,0.25,0,0,0,0,0,0,0,0,0,0,3,0.75
472,concedo1,4,1,0.25,0,0,1,0.25,0,0,1,0.25,0,0,1,0.25
483,concito1,4,0,0,0,0,1,0.25,0,0,1,0.25,0,0,2,0.5
484,conclamo1,4,0,0,0,0,0,0,0,0,3,0.75,1,0.25,0,0
491,concupio1,4,1,0.25,0,0,1,0.25,0,0,2,0.5,0,0,0,0
494,concurro1,4,0,0,0,0,0,0,0,0,0,0,3,0.75,1,0.25
497,concutio1,4,0,0,0,0,0,0,0,0,4,1,0,0,0,0
498,condemno1,4,1,0.25,0,0,0,0,0,0,0,0,0,0,3,0.75
525,conflo1,4,0,0,0,0,0,0,0,0,1,0.25,2,0.5,1,0.25
576,conservo,4,0,0,0,0,0,0,0,0,1,0.25,0,0,3,0.75
592,consterno2,4,0,0,0,0,0,0,0,0,0,0,0,0,4,1
602,consulto2,4,0,0,0,0,0,0,0,0,0,0,2,0.5,2,0.5
637,convinco1,4,1,0.25,0,0,0,0,0,0,0,0,0,0,3,0.75
647,corripio,4,0,0,0,0,0,0,0,0,2,0.5,0,0,2,0.5
651,corrumpo1,4,0,0,0,0,0,0,0,0,0,0,0,0,4,1
680,damno,4,0,0,0,0,0,0,0,0,0,0,0,0,4,1
687,debilito,4,0,0,0,0,0,0,0,0,0,0,0,0,4,1
694,decido1,4,0,0,0,0,0,0,0,0,2,0.5,2,0.5,0,0
696,decipio,4,0,0,0,0,0,0,0,0,1,0.25,0,0,3,0.75
720,defigo1,4,0,0,0,0,0,0,0,0,0,0,0,0,4,1
741,deleo1,4,1,0.25,0,0,0,0,0,0,2,0.5,0,0,1,0.25
756,demonstro,4,0,0,1,0.25,0,0,0,0,1,0.25,0,0,2,0.5
776,deprehendo,4,0,0,0,0,0,0,0,0,2,0.5,0,0,2,0.5
785,derideo1,4,0,0,0,0,2,0.5,0,0,1,0.25,0,0,1,0.25
803,despicio,4,1,0.25,0,0,0,0,0,0,1,0.25,0,0,2,0.5
805,despolio1,4,0,0,1,0.25,1,0.25,0,0,1,0.25,0,0,1,0.25
845,diligo1,4,1,0.25,0,0,0,0,0,0,1,0.25,1,0.25,1,0.25
873,dispono,4,0,0,0,0,0,0,0,0,3,0.75,0,0,1,0.25
916,dormio,4,0,0,0,0,0,0,0,0,0,0,0,0,4,1
919,dubito,4,0,0,0,0,0,0,1,0.25,2,0.5,0,0,1,0.25
934,edoceo1,4,1,0.25,0,0,0,0,0,0,2,0.5,0,0,1,0.25
949,effugio,4,0,0,0,0,0,0,0,0,3,0.75,0,0,1,0.25
954,egero1,4,0,0,0,0,0,0,0,0,0,0,4,1,0,0
1002,erubesco1,4,2,0.5,1,0.25,0,0,0,0,1,0.25,0,0,0,0
1006,erumpo1,4,0,0,0,0,0,0,0,0,2,0.5,2,0.5,0,0
1010,evado1,4,0,0,0,0,0,0,0,0,2,0.5,0,0,2,0.5
1018,everto,4,0,0,0,0,0,0,0,0,2,0.5,0,0,2,0.5
1047,excito,4,0,0,0,0,0,0,0,0,2,0.5,0,0,2,0.5
1093,expello,4,1,0.25,0,0,0,0,0,0,1,0.25,0,0,2,0.5
1139,exsulto1,4,0,0,1,0.25,2,0.5,0,0,1,0.25,0,0,0,0
1147,extorqueo1,4,0,0,1,0.25,0,0,0,0,3,0.75,0,0,0,0
1171,fatigo1,4,0,0,0,0,0,0,0,0,2,0.5,1,0.25,1,0.25
1200,fleo,4,0,0,0,0,0,0,0,0,1,0.25,1,0.25,2,0.5
1206,fluo1,4,0,0,0,0,0,0,0,0,1,0.25,0,0,3,0.75
1234,fugo,4,0,0,0,0,0,0,0,0,0,0,1,0.25,3,0.75
1235,fugo1,4,0,0,0,0,0,0,0,0,3,0.75,1,0.25,0,0
1245,gaudeo,4,1,0.25,0,0,0,0,0,0,1,0.25,0,0,2,0.5
1254,gigno1,4,0,0,0,0,0,0,0,0,2,0.5,0,0,2,0.5
1281,horreo1,4,0,0,0,0,0,0,0,0,0,0,0,0,4,1
1298,imitor,4,1,0.25,0,0,0,0,0,0,1,0.25,0,0,2,0.5
1310,impedio,4,0,0,0,0,0,0,0,0,1,0.25,1,0.25,2,0.5
1311,impedio1,4,0,0,0,0,0,0,0,0,1,0.25,0,0,3,0.75
1312,impello,4,0,0,0,0,0,0,0,0,2,0.5,0,0,2,0.5
1314,impendeo1,4,0,0,0,0,0,0,0,0,2,0.5,0,0,2,0.5
1345,incedo1,4,0,0,0,0,0,0,0,0,3,0.75,0,0,1,0.25
1351,incipio,4,0,0,0,0,0,0,0,0,3,0.75,0,0,1,0.25
1364,increpo1,4,0,0,0,0,0,0,0,0,3,0.75,0,0,1,0.25
1376,indignor,4,0,0,0,0,0,0,0,0,0,0,1,0.25,3,0.75
1388,ineo1,4,0,0,0,0,0,0,1,0.25,0,0,0,0,3,0.75
1389,infero,4,0,0,0,0,0,0,0,0,2,0.5,0,0,2,0.5
1408,ingredior,4,0,0,0,0,0,0,0,0,0,0,0,0,4,1
1464,instituo1,4,0,0,0,0,0,0,0,0,2,0.5,0,0,2,0.5
1466,insto1,4,0,0,0,0,0,0,0,0,1,0.25,1,0.25,2,0.5
1468,instruo1,4,0,0,0,0,0,0,1,0.25,1,0.25,0,0,2,0.5
1477,intendo,4,0,0,0,0,0,0,0,0,3,0.75,0,0,1,0.25
1493,interpello1,4,0,0,0,0,0,0,0,0,4,1,0,0,0,0
1500,intersum,4,0,0,0,0,0,0,0,0,2,0.5,1,0.25,1,0.25
1531,invideo,4,0,0,0,0,0,0,0,0,0,0,0,0,4,1
1534,invito1,4,1,0.25,0,0,0,0,0,0,0,0,0,0,3,0.75
1561,judico,4,0,0,0,0,0,0,0,0,2,0.5,0,0,1,0.25
1573,laboro,4,1,0.25,0,0,1,0.25,0,0,0,0,1,0.25,1,0.25
1606,levo1,4,0,0,0,0,0,0,0,0,2,0.5,0,0,2,0.5
1608,libero,4,1,0.25,0,0,0,0,0,0,1,0.25,1,0.25,1,0.25
1609,libero1,4,0,0,0,0,2,0.5,0,0,1,0.25,1,0.25,0,0
1634,lustro1,4,1,0.25,0,0,0,0,0,0,3,0.75,0,0,0,0
1667,mentior,4,1,0.25,0,0,0,0,0,0,0,0,0,0,3,0.75
1679,metuo,4,0,0,0,0,0,0,0,0,1,0.25,0,0,3,0.75
1701,miseror,4,0,0,0,0,0,0,0,0,0,0,0,0,4,1
1711,mollio1,4,0,0,0,0,0,0,0,0,1,0.25,1,0.25,2,0.5
1728,munio,4,0,0,0,0,0,0,0,0,0,0,0,0,4,1
1746,navigo1,4,1,0.25,0,0,0,0,0,0,2,0.5,1,0.25,0,0
1792,obeo1,4,0,0,0,0,0,0,0,0,3,0.75,0,0,1,0.25
1809,obscuro1,4,0,0,0,0,0,0,0,0,2,0.5,0,0,2,0.5
1827,obtineo,4,0,0,0,0,0,0,0,0,2,0.5,1,0.25,1,0.25
1837,occulo1,4,0,0,0,0,0,0,0,0,1,0.25,0,0,3,0.75
1842,occurro,4,0,0,0,0,0,0,0,0,3,0.75,0,0,1,0.25
1853,omitto,4,0,0,0,0,0,0,0,0,1,0.25,1,0.25,2,0.5
1854,omitto1,4,2,0.5,0,0,0,0,0,0,0,0,1,0.25,1,0.25
1879,orno1,4,0,0,0,0,0,0,0,0,0,0,0,0,4,1
1892,paco2,4,2,0.5,0,0,0,0,0,0,0,0,0,0,2,0.5
1896,palleo1,4,0,0,0,0,1,0.25,0,0,1,0.25,1,0.25,1,0.25
1899,pando2,4,0,0,0,0,1,0.25,0,0,2,0.5,0,0,1,0.25
1915,pasco1,4,1,0.25,0,0,0,0,0,0,0,0,2,0.5,1,0.25
1916,pascor1,4,0,0,0,0,0,0,0,0,2,0.5,1,0.25,1,0.25
1927,pecco1,4,0,0,0,0,0,0,0,0,3,0.75,0,0,1,0.25
1932,pendeo,4,0,0,0,0,0,0,0,0,1,0.25,0,0,3,0.75
1955,perduco1,4,0,0,0,0,1,0.25,0,0,3,0.75,0,0,0,0
1960,perfero1,4,0,0,1,0.25,0,0,0,0,0,0,2,0.5,1,0.25
1969,pergo1,4,0,0,0,0,2,0.5,0,0,0,0,2,0.5,0,0
2001,perspicio1,4,0,0,0,0,1,0.25,0,0,0,0,0,0,3,0.75
2008,pertineo,4,0,0,0,0,0,0,0,0,2,0.5,0,0,2,0.5
2031,plango1,4,0,0,0,0,0,0,0,0,1,0.25,2,0.5,1,0.25
2052,porto,4,1,0.25,0,0,0,0,0,0,1,0.25,0,0,2,0.5
2066,potior,4,0,0,0,0,0,0,0,0,0,0,0,0,4,1
2099,praepono,4,0,0,0,0,0,0,0,0,2,0.5,0,0,2,0.5
2114,praetereo,4,1,0.25,0,0,0,0,0,0,1,0.25,0,0,2,0.5
2123,precor,4,1,0.25,0,0,0,0,0,0,2,0.5,0,0,1,0.25
2141,procumbo1,4,0,0,0,0,0,0,0,0,3,0.75,1,0.25,0,0
2147,prodo,4,0,0,0,0,0,0,0,0,3,0.75,0,0,1,0.25
2152,profero,4,1,0.25,0,0,0,0,0,0,2,0.5,0,0,1,0.25
2158,proficiscor1,4,0,0,0,0,0,0,0,0,1,0.25,0,0,3,0.75
2180,pronuntio,4,0,0,0,0,0,0,0,0,2,0.5,1,0.25,1,0.25
2195,proscribo,4,0,0,0,0,0,0,0,0,1,0.25,0,0,2,0.5
2218,publico1,4,1,0.25,0,0,0,0,0,0,0,0,0,0,3,0.75
2223,pulso1,4,1,0.25,0,0,0,0,0,0,0,0,2,0.5,1,0.25
2228,puteo1,4,0,0,0,0,3,0.75,1,0.25,0,0,0,0,0,0
2235,quaeso1,4,3,0.75,0,0,0,0,0,0,1,0.25,0,0,0,0
2260,recognosco,4,0,0,0,0,0,0,0,0,3,0.75,0,0,1,0.25
2285,reduco,4,1,0.25,0,0,0,0,0,0,1,0.25,0,0,2,0.5
2323,removeo1,4,0,0,0,0,0,0,0,0,1,0.25,0,0,3,0.75
2325,reor,4,0,0,0,0,1,0.25,0,0,1,0.25,0,0,2,0.5
2355,requiro,4,1,0.25,0,0,1,0.25,0,0,1,0.25,0,0,1,0.25
2358,rescribo,4,0,0,0,0,0,0,0,0,3,0.75,0,0,1,0.25
2366,resisto1,4,0,0,0,0,0,0,0,0,1,0.25,1,0.25,2,0.5
2367,resolvo1,4,0,0,0,0,0,0,1,0.25,3,0.75,0,0,0,0
2377,resto,4,0,0,0,0,0,0,0,0,3,0.75,1,0.25,0,0
2406,rumpo,4,0,0,0,0,1,0.25,0,0,0,0,0,0,3,0.75
2407,rumpo1,4,0,0,0,0,0,0,0,0,3,0.75,1,0.25,0,0
2415,salto,4,0,0,0,0,0,0,0,0,0,0,0,0,4,1
2417,saluto,4,0,0,0,0,0,0,0,0,1,0.25,0,0,3,0.75
2418,saluto1,4,0,0,0,0,0,0,0,0,3,0.75,0,0,1,0.25
2422,sancio1,4,0,0,0,0,0,0,0,0,0,0,0,0,4,1
2451,seco1,4,0,0,0,0,0,0,0,0,1,0.25,0,0,3,0.75
2486,simulo,4,0,0,0,0,0,0,0,0,1,0.25,0,0,3,0.75
2513,sperno,4,0,0,0,0,0,0,0,0,2,0.5,0,0,2,0.5
2520,spolio1,4,0,0,0,0,0,0,0,0,1,0.25,0,0,3,0.75
2544,stupeo1,4,1,0.25,0,0,2,0.5,0,0,0,0,0,0,1,0.25
2545,suadeo,4,0,0,0,0,0,0,0,0,2,0.5,0,0,2,0.5
2558,subigo1,4,0,0,0,0,0,0,0,0,2,0.5,0,0,2,0.5
2613,supplico,4,0,0,0,0,0,0,0,0,1,0.25,1,0.25,2,0.5
2615,suppono1,4,0,0,0,0,0,0,0,0,0,0,1,0.25,3,0.75
2623,suscipio1,4,2,0.5,0,0,0,0,0,0,0,0,2,0.5,0,0
2636,tango,4,0,0,0,0,0,0,0,0,2,0.5,0,0,2,0.5
2649,tento,4,0,0,0,0,0,0,0,0,2,0.5,0,0,1,0.25
2667,toleror1,4,0,0,0,0,0,0,0,0,1,0.25,2,0.5,1,0.25
2674,torqueo,4,0,0,0,0,0,0,0,0,3,0.75,0,0,1,0.25
2675,torqueo1,4,0,0,0,0,1,0.25,0,0,1,0.25,0,0,2,0.5
2681,traduco,4,0,0,0,0,0,0,0,0,1,0.25,0,0,3,0.75
2682,traduco1,4,0,0,0,0,0,0,0,0,1,0.25,0,0,3,0.75
2683,traho,4,0,0,0,0,0,0,0,0,2,0.5,0,0,2,0.5
2685,traicio,4,0,0,0,0,0,0,0,0,0,0,0,0,4,1
2688,transeo,4,0,0,0,0,0,0,0,0,2,0.5,0,0,2,0.5
2693,transigo,4,0,0,0,0,0,0,0,0,3,0.75,0,0,1,0.25
2722,ulciscor,4,0,0,0,0,0,0,0,0,0,0,0,0,4,1
2727,ungo1,4,1,0.25,0,0,0,0,0,0,1,0.25,2,0.5,0,0
2745,vasto1,4,0,0,0,0,0,0,0,0,2,0.5,0,0,2,0.5
2760,verbero1,4,0,0,0,0,0,0,0,0,2,0.5,0,0,2,0.5
2768,verto,4,0,0,0,0,0,0,0,0,3,0.75,1,0.25,0,0
2780,vibro1,4,0,0,0,0,0,0,0,0,0,0,3,0.75,1,0.25
2798,vito1,4,0,0,1,0.25,0,0,1,0.25,0,0,0,0,2,0.5
11,abicio1,3,0,0,0,0,0,0,0,0,2,0.666666666666667,0,0,1,0.3333
16,aboleo,3,0,0,0,0,0,0,0,0,1,0.333333333333333,0,0,2,0.6667
45,accio,3,0,0,0,0,0,0,0,0,0,0,0,0,3,1
52,accuso1,3,0,0,0,0,0,0,0,0,2,0.666666666666667,0,0,1,0.3333
72,adicio1,3,0,0,0,0,0,0,0,0,0,0,1,0.3333,2,0.6667
91,admitto,3,0,0,0,0,0,0,0,0,1,0.333333333333333,0,0,2,0.6667
100,adolesco,3,0,0,0,0,0,0,0,0,0,0,1,0.3333,2,0.6667
113,adsedeo1,3,0,0,0,0,1,0.3333,0,0,2,0.666666666666667,0,0,0,0
123,advenio1,3,0,0,0,0,0,0,0,0,2,0.666666666666667,1,0.3333,0,0
129,advoco1,3,1,0.3333,0,0,0,0,0,0,1,0.333333333333333,0,0,1,0.3333
135,aestimo,3,1,0.3333,0,0,0,0,0,0,1,0.333333333333333,0,0,1,0.3333
138,aestuo1,3,0,0,0,0,0,0,0,0,2,0.666666666666667,1,0.3333,0,0
186,amingo1,3,0,0,0,0,0,0,0,0,0,0,0,0,3,1
200,animadverto,3,0,0,0,0,0,0,0,0,3,1,0,0,0,0
205,antecapio1,3,0,0,0,0,0,0,0,0,0,0,0,0,3,1
212,appareo,3,0,0,0,0,0,0,0,0,1,0.333333333333333,1,0.3333,1,0.3333
213,appareo1,3,0,0,0,0,0,0,0,0,2,0.666666666666667,1,0.3333,0,0
222,appono1,3,0,0,0,0,0,0,0,0,2,0.666666666666667,0,0,1,0.3333
225,approbo1,3,1,0.3333,0,0,0,0,0,0,1,0.333333333333333,0,0,1,0.3333
238,arguto1,3,0,0,0,0,1,0.3333,0,0,2,0.666666666666667,0,0,0,0
257,aspicio,3,0,0,0,0,0,0,0,0,2,0.666666666666667,0,0,1,0.3333
264,assero2,3,0,0,0,0,2,0.6667,0,0,1,0.333333333333333,0,0,0,0
266,assigno,3,0,0,0,0,0,0,0,0,3,1,0,0,0,0
277,asum,3,0,0,0,0,0,0,0,0,3,1,0,0,0,0
287,attingo1,3,0,0,0,0,0,0,0,0,0,0,2,0.6667,1,0.3333
